ep,tr_loss,val_loss
00,0.11222166468888888,0.10043949275000001
01,0.09859831856666666,0.08998140575
02,0.09057245208888888,0.08431911675
03,0.5929056032555555,0.48230085105000003
04,0.27726563973333335,0.08207798535000001
05,0.08197632993333334,0.08158506070000002
06,0.08155269937777777,0.081285077
07,0.08136964054444443,0.08127641244999999
