ep,tr_loss,val_loss
00,0.11466208177777777,0.10363790545
01,0.1009218585888889,0.09312775625
02,0.09356786186666667,0.08739396149999999
03,0.08836550352222222,0.08589102285
04,0.0862563997888889,0.0853382341
05,0.08550959574444444,0.08517823370000001
