ep,tr_loss,val_loss
00,4.264675722000001,3.5563909349999996
01,3.330059406,2.9812274899999998
02,2.992645784,2.7443475299999998
03,2.701792314,2.8033661550000004
04,2.484027344,2.6772289350000005
05,2.417856458,2.638300355
